id,target
649,0.9914373088685016
81136,0.9914373088685016
70762,0.8106508875739645
53935,0.9822798939584205
15476,0.9485294117647058
64797,0.9822798939584205
67412,0.9122203098106713
44241,0.9122203098106713
5069,0.9914373088685016
16615,0.9914373088685016
84281,0.9914373088685016
82623,0.9671689989235738
86475,0.8142857142857143
68263,0.963110667996012
113135,0.963110667996012
45532,0.9822798939584205
102161,0.9914373088685016
84789,0.6948051948051948
62398,0.9914373088685016
70148,0.987487969201155
102487,0.9129654553611485
100513,0.9122203098106713
92702,0.8671328671328671
25051,0.7185929648241206
92920,0.9914373088685016
25520,0.9671689989235738
81869,0.9671689989235738
75402,0.963110667996012
34053,0.6363636363636364
21191,0.9822798939584205
10864,0.9914373088685016
6349,0.9914373088685016
85213,0.9822798939584205
17255,0.9179331306990881
108351,0.8712871287128713
51437,0.949055402250053
88629,0.937455579246624
85367,0.9914373088685016
12313,0.9485294117647058
71659,0.963110667996012
35142,0.9914373088685016
62988,0.9822798939584205
8793,0.890020366598778
11433,0.9914373088685016
30586,0.9822798939584205
53012,0.963110667996012
87924,0.9822798939584205
106177,0.9671689989235738
63058,0.949055402250053
99537,0.9822798939584205
35336,0.8411819021237303
78691,0.949055402250053
16161,0.9914373088685016
94318,0.9914373088685016
96583,0.9914373088685016
104560,0.9671689989235738
19638,0.9914373088685016
26080,0.9822798939584205
113482,0.9822798939584205
82175,0.9914373088685016
1239,0.949055402250053
32521,0.6436781609195402
68529,0.9914373088685016
38882,0.3389830508474576
8299,0.987487969201155
98521,0.9671689989235738
47257,0.937455579246624
42445,0.949055402250053
104700,0.8411819021237303
109204,0.9914373088685016
20138,0.6363636363636364
28468,0.9914373088685016
94964,0.0
59773,0.7659574468085106
17261,0.9914373088685016
9570,0.9671689989235738
55159,0.7185929648241206
82480,0.9822798939584205
51225,0.6436781609195402
53176,0.7656675749318801
82883,0.9822798939584205
63590,0.9822798939584205
50906,0.6363636363636364
21635,0.8095238095238095
84000,0.9129654553611485
79029,0.9914373088685016
60256,0.9914373088685016
110660,0.9129654553611485
51023,0.963110667996012
99146,0.949055402250053
93878,0.9914373088685016
93845,0.9914373088685016
5364,0.39148936170212767
106612,0.9671689989235738
79928,0.9914373088685016
94761,0.9485294117647058
7126,0.9914373088685016
82176,0.9671689989235738
53475,0.5714285714285714
88108,0.9914373088685016
65166,0.987487969201155
65378,0.949055402250053
47119,0.937455579246624
64338,0.9914373088685016
48872,0.949055402250053
26061,0.987487969201155
78191,0.9822798939584205
108224,0.9914373088685016
47646,0.9179331306990881
63423,0.9822798939584205
109453,0.949055402250053
43299,0.9914373088685016
86879,0.963110667996012
51882,0.9914373088685016
84497,0.6441441441441441
19699,0.949055402250053
52164,0.9671689989235738
36055,0.949055402250053
17844,0.9914373088685016
12006,0.9914373088685016
51731,0.9914373088685016
101823,0.9179331306990881
70611,0.963110667996012
57291,0.745417515274949
3315,0.9671689989235738
6841,0.9179331306990881
95636,0.9122203098106713
89508,0.9914373088685016
78357,0.937455579246624
30363,0.9914373088685016
65880,0.9485294117647058
79166,0.9129654553611485
16883,0.949055402250053
19400,0.9914373088685016
97846,0.9822798939584205
35938,0.890020366598778
109739,0.9914373088685016
7542,0.949055402250053
62506,0.9914373088685016
106686,0.963110667996012
22500,0.9914373088685016
73566,0.937455579246624
34462,0.9914373088685016
109,0.9914373088685016
82344,0.9914373088685016
70324,0.9822798939584205
47235,0.9914373088685016
78355,0.9671689989235738
97012,0.949055402250053
103271,0.9914373088685016
54640,0.9822798939584205
18452,0.949055402250053
80733,0.937455579246624
22069,0.949055402250053
63586,0.9822798939584205
63069,0.9914373088685016
66451,0.963110667996012
5163,0.9914373088685016
6542,0.9914373088685016
79333,0.9914373088685016
8752,0.9914373088685016
37396,0.987487969201155
27502,0.9179331306990881
65597,0.9914373088685016
50178,0.987487969201155
51709,0.8411819021237303
32294,0.9914373088685016
76360,0.9822798939584205
51635,0.9914373088685016
103391,0.0
59747,0.745417515274949
21498,0.963110667996012
18771,0.9822798939584205
34501,0.9129654553611485
77807,0.963110667996012
26350,0.9179331306990881
105355,0.9774127310061602
5469,0.9914373088685016
23826,0.3389830508474576
9399,0.9914373088685016
44862,0.9212121212121213
104114,0.9822798939584205
20407,0.949055402250053
7541,0.9914373088685016
72892,0.9485294117647058
81994,0.9914373088685016
111007,0.9914373088685016
83350,0.9914373088685016
55682,0.9914373088685016
26680,0.9914373088685016
109949,0.963110667996012
12482,0.9914373088685016
108210,0.9914373088685016
35717,0.987487969201155
74030,0.949055402250053
18407,0.9122203098106713
113337,0.8904538341158059
81673,0.9671689989235738
80808,0.987487969201155
87300,0.9914373088685016
113610,0.987487969201155
68221,0.9914373088685016
32307,0.9914373088685016
53974,0.9822798939584205
80255,0.963110667996012
37547,0.9822798939584205
62782,0.9914373088685016
